1645442647.000000, IBI
23.500000,0.843750
24.390625,0.890625
25.328125,0.937500
26.187500,0.859375
27.140625,0.953125
28.046875,0.906250
28.953125,0.906250
29.890625,0.937500
30.828125,0.937500
31.781250,0.953125
32.671875,0.890625
33.609375,0.937500
34.531250,0.921875
35.453125,0.921875
36.375000,0.921875
37.250000,0.875000
38.171875,0.921875
39.062500,0.890625
39.984375,0.921875
40.921875,0.937500
41.890625,0.968750
42.828125,0.937500
43.796875,0.968750
44.703125,0.906250
45.656250,0.953125
46.593750,0.937500
47.500000,0.906250
48.453125,0.953125
49.406250,0.953125
50.359375,0.953125
51.296875,0.937500
52.218750,0.921875
53.140625,0.921875
54.078125,0.937500
54.953125,0.875000
55.875000,0.921875
56.812500,0.937500
57.734375,0.921875
58.671875,0.937500
59.640625,0.968750
60.625000,0.984375
61.593750,0.968750
62.515625,0.921875
63.468750,0.953125
64.468750,1.000000
65.375000,0.906250
66.281250,0.906250
67.265625,0.984375
84.031250,0.968750
84.906250,0.875000
93.796875,0.906250
94.671875,0.875000
95.593750,0.921875
96.500000,0.906250
97.390625,0.890625
98.296875,0.906250
99.250000,0.953125
100.187500,0.937500
101.187500,1.000000
102.171875,0.984375
103.187500,1.015625
104.125000,0.937500
105.062500,0.937500
120.437500,0.921875
121.328125,0.890625
122.328125,1.000000
127.703125,0.859375
128.640625,0.937500
129.578125,0.937500
147.859375,0.875000
148.859375,1.000000
149.781250,0.921875
150.750000,0.968750
151.656250,0.906250
152.562500,0.906250
153.468750,0.906250
154.390625,0.921875
169.734375,0.906250
170.578125,0.843750
175.984375,0.843750
176.859375,0.875000
177.765625,0.906250
178.640625,0.875000
179.515625,0.875000
180.359375,0.843750
181.328125,0.968750
182.234375,0.906250
183.140625,0.906250
184.000000,0.859375
184.953125,0.953125
220.656250,0.843750
221.515625,0.859375
222.343750,0.828125
223.203125,0.859375
224.093750,0.890625
232.812500,0.875000
233.687500,0.875000
234.546875,0.859375
235.421875,0.875000
236.296875,0.875000
237.203125,0.906250
237.937500,0.734375
243.546875,0.937500
249.687500,0.875000
250.578125,0.890625
251.468750,0.890625
252.359375,0.890625
257.718750,0.906250
258.453125,0.734375
264.718750,0.875000
295.109375,0.968750
296.109375,1.000000
297.062500,0.953125
298.015625,0.953125
298.953125,0.937500
299.953125,1.000000
300.875000,0.921875
301.843750,0.968750
302.796875,0.953125
303.812500,1.015625
304.765625,0.953125
305.734375,0.968750
306.750000,1.015625
307.640625,0.890625
308.765625,1.125000
309.796875,1.031250
310.812500,1.015625
311.812500,1.000000
312.843750,1.031250
313.859375,1.015625
314.890625,1.031250
315.875000,0.984375
316.906250,1.031250
317.906250,1.000000
318.890625,0.984375
319.937500,1.046875
320.937500,1.000000
321.906250,0.968750
322.875000,0.968750
323.890625,1.015625
324.906250,1.015625
325.921875,1.015625
326.812500,0.890625
327.718750,0.906250
328.656250,0.937500
329.593750,0.937500
330.500000,0.906250
331.453125,0.953125
332.375000,0.921875
333.312500,0.937500
334.265625,0.953125
335.171875,0.906250
344.671875,1.000000
345.625000,0.953125
346.500000,0.875000
347.625000,1.125000
348.484375,0.859375
349.375000,0.890625
350.218750,0.843750
355.359375,0.984375
356.250000,0.890625
357.281250,1.031250
358.281250,1.000000
359.359375,1.078125
360.234375,0.875000
361.328125,1.093750
362.187500,0.859375
363.078125,0.890625
368.421875,1.109375
369.343750,0.921875
370.375000,1.031250
371.359375,0.984375
372.328125,0.968750
384.734375,0.859375
385.750000,1.015625
386.656250,0.906250
392.343750,1.078125
393.343750,1.000000
399.187500,0.984375
399.953125,0.765625
405.046875,0.984375
406.015625,0.968750
407.031250,1.015625
407.968750,0.937500
409.015625,1.046875
409.984375,0.968750
410.921875,0.937500
411.843750,0.921875
412.843750,1.000000
413.796875,0.953125
414.750000,0.953125
415.687500,0.937500
416.640625,0.953125
475.812500,0.781250
481.093750,0.828125
496.343750,0.968750
497.328125,0.984375
498.265625,0.937500
499.203125,0.937500
500.187500,0.984375
501.125000,0.937500
517.046875,0.750000
518.031250,0.984375
518.843750,0.812500
519.781250,0.937500
526.875000,0.875000
527.843750,0.968750
528.750000,0.906250
529.625000,0.875000
530.640625,1.015625
542.218750,0.671875
543.062500,0.843750
555.359375,0.703125
556.203125,0.843750
556.937500,0.734375
557.875000,0.937500
558.671875,0.796875
559.453125,0.781250
560.296875,0.843750
561.046875,0.750000
561.875000,0.828125
562.671875,0.796875
563.500000,0.828125
564.265625,0.765625
565.125000,0.859375
565.765625,0.640625
569.937500,0.921875
573.921875,0.781250
574.671875,0.750000
575.468750,0.796875
576.312500,0.843750
577.156250,0.843750
578.015625,0.859375
602.359375,0.796875
603.203125,0.843750
610.109375,0.796875
610.968750,0.859375
619.171875,0.812500
619.921875,0.750000
620.781250,0.859375
621.609375,0.828125
622.359375,0.750000
623.046875,0.687500
623.953125,0.906250
624.750000,0.796875
625.546875,0.796875
635.312500,0.812500
642.718750,0.890625
687.109375,0.765625
687.953125,0.843750
688.796875,0.843750
689.578125,0.781250
690.468750,0.890625
691.281250,0.812500
692.078125,0.796875
692.953125,0.875000
693.765625,0.812500
694.671875,0.906250
695.437500,0.765625
696.375000,0.937500
697.234375,0.859375
698.093750,0.859375
698.953125,0.859375
699.671875,0.718750
700.546875,0.875000
701.515625,0.968750
702.359375,0.843750
703.203125,0.843750
704.046875,0.843750
704.921875,0.875000
705.656250,0.734375
706.531250,0.875000
746.203125,0.796875
756.000000,0.828125
756.812500,0.812500
757.609375,0.796875
758.375000,0.765625
759.187500,0.812500
760.015625,0.828125
760.781250,0.765625
761.578125,0.796875
762.375000,0.796875
763.156250,0.781250
763.937500,0.781250
764.718750,0.781250
765.531250,0.812500
766.296875,0.765625
780.640625,0.750000
785.218750,0.765625
786.000000,0.781250
786.781250,0.781250
787.562500,0.781250
798.765625,0.828125
799.578125,0.812500
800.375000,0.796875
801.296875,0.921875
802.093750,0.796875
802.828125,0.734375
803.640625,0.812500
804.296875,0.656250
805.125000,0.828125
805.796875,0.671875
806.484375,0.687500
807.140625,0.656250
807.906250,0.765625
808.625000,0.718750
809.296875,0.671875
813.890625,0.812500
814.687500,0.796875
815.453125,0.765625
816.234375,0.781250
826.390625,0.781250
827.156250,0.765625
827.890625,0.734375
828.687500,0.796875
829.484375,0.796875
830.250000,0.765625
831.031250,0.781250
831.781250,0.750000
832.578125,0.796875
833.375000,0.796875
834.140625,0.765625
834.953125,0.812500
835.718750,0.765625
836.515625,0.796875
837.328125,0.812500
846.187500,0.796875
853.640625,0.703125
854.375000,0.734375
855.046875,0.671875
855.734375,0.687500
856.375000,0.640625
857.046875,0.671875
857.796875,0.750000
858.546875,0.750000
859.265625,0.718750
860.062500,0.796875
860.875000,0.812500
861.546875,0.671875
862.437500,0.890625
863.234375,0.796875
864.046875,0.812500
864.828125,0.781250
865.625000,0.796875
866.375000,0.750000
867.171875,0.796875
868.015625,0.843750
868.781250,0.765625
869.578125,0.796875
